Id,HasAcceptedAnswer
"9109872","1"
"9660086","1"
"13295173","1"
"13619520","0"
"15041794","0"
"15997206","1"
"16255570","1"
"16267578","1"
"17304897","1"
"17490716","1"
"17636656","1"
"18028473","1"
"18139407","1"
"18374612","1"
"18920456","1"
"19499387","1"
"19604985","1"
"19670773","1"
"19771206","0"
"20042366","0"
"20433555","1"
"20543746","1"
"20790793","1"
"20922091","1"
"21177436","1"
"21273648","1"
"21426970","1"
"21814304","1"
"21844471","0"
"21975102","1"
"22000230","0"
"22118221","0"
"22524452","1"
"22602205","1"
"22905752","1"
"23233712","1"
"23371948","1"
"23437179","1"
"23585651","1"
"23624381","1"
"23707433","1"
"23743008","1"
"23810032","1"
"23810091","0"
"23840482","0"
"23920968","1"
"23922675","1"
"23942627","1"
"24102325","0"
"24196100","1"
"24224811","1"
"24245276","1"
"24285955","1"
"24287434","1"
"24340712","0"
"24460617","1"
"24518439","1"
"24525035","1"
"24542064","1"
"24542115","1"
"24587270","1"
"24678880","1"
"24717053","1"
"24718256","1"
"24750369","1"
"24794588","1"
"24797448","1"
"24809070","1"
"24855830","1"
"24872634","1"
"24877699","1"
"24895792","0"
"24943914","1"
"24969127","0"
"24973594","0"
"24977365","1"
"24993199","1"
"25020058","1"
"25026549","1"
"25060583","1"
"25109962","1"
"25150683","1"
"25159889","1"
"25184213","0"
"25192782","1"
"25213555","1"
"25216964","1"
"25226571","1"
"25231320","0"
"25246443","1"
"25269597","1"
"25316911","1"
"25366966","1"
"25368836","1"
"25393507","1"
"25415490","1"
"25460612","1"
"25462935","1"
"25483986","0"
"25576748","1"
"25585254","0"
"25587655","1"
"25597271","1"
"25627473","1"
"25684227","0"
"25775727","1"
"25777197","1"
"25805174","0"
"25894629","1"
"25917927","1"
"25929640","1"
"25939951","1"
"25967193","1"
"26042900","1"
"26154305","1"
"26163272","1"
"26169216","1"
"26234241","1"
"26243025","1"
"26266313","1"
"26282902","0"
"26306608","1"
"26316761","1"
"26346575","0"
"26390773","1"
"26399310","1"
"26435102","1"
"26451814","1"
"26478009","0"
"26486166","1"
"26489701","1"
"26536871","1"
"26549480","1"
"26560714","1"
"26569620","1"
"26593387","0"
"26614777","1"
"26643688","1"
"26688137","1"
"26702341","1"
"26834412","1"
"26855978","1"
"26908383","0"
"26920789","0"
"26922353","1"
"26953280","1"
"26959949","1"
"26960776","1"
"26983355","1"
"26993015","1"
"27032271","0"
"27071836","1"
"27073860","1"
"27073877","0"
"27083544","1"
"27097710","1"
"27118398","1"
"27134168","1"
"27136725","0"
"27149752","1"
"27150652","1"
"27173041","1"
"27183469","1"
"27215396","1"
"27219258","1"
